0,1,2
437,758.0,215
438,581.0,118
439,231.0,39
440,689.0,251
441,1013.0,302
442,231.0,39
443,231.0,39
444,231.0,39
445,1018.0,323
446,1373.0,416
447,231.0,39
448,3007.0,572
449,620.0,100
450,588.0,115
451,586.0,124
452,231.0,39
453,750.0,464
454,584.0,114
455,626.0,97
456,218.0,44
457,782.0,309
458,790.0,268
459,223.0,43
460,601.0,107
461,231.0,39
462,774.0,174
463,630.0,108
464,223.0,43
465,613.0,116
466,231.0,39
467,710.0,307
468,612.0,112
469,789.0,270
470,808.0,177
471,231.0,39
472,1304.0,246
473,231.0,39
474,992.0,450
475,588.0,112
476,217.0,45
477,635.0,160
478,223.0,43
479,231.0,39
480,1266.0,496
481,618.0,106
482,739.0,521
483,981.0,475
484,978.0,457
485,223.0,43
486,222.0,43
487,593.0,120
488,231.0,39
489,231.0,39
490,635.0,163
491,1213.0,692
492,231.0,39
493,765.0,392
494,635.0,161
495,988.0,468
496,600.0,119
497,609.0,113
498,1200.0,851
499,1275.0,393
500,726.0,219
501,605.0,109
502,223.0,43
503,600.0,112
504,751.0,189
505,626.0,97
506,231.0,39
507,597.0,115
508,218.0,44
509,231.0,39
510,217.0,45
511,737.0,286
512,601.0,115
513,1269.0,421
514,231.0,39
515,600.0,149
516,1098.0,332
517,231.0,39
518,1010.0,305
519,635.0,161
520,215.0,45
521,710.0,149
522,1023.0,249
523,773.0,354
524,635.0,160
525,231.0,39
526,223.0,43
527,231.0,39
528,1019.0,314
529,222.0,43
530,673.0,552
531,231.0,39
532,231.0,39
533,781.0,312
534,222.0,43
535,596.0,119
536,727.0,141
537,635.0,162
538,1259.0,490
539,231.0,39
540,614.0,102
541,704.0,159
542,627.0,102
543,687.0,780
544,231.0,39
545,1033.0,239
546,614.0,102
547,722.0,143
548,635.0,162
549,223.0,43
550,589.0,111
551,1012.0,303
552,231.0,39
553,970.0,495
554,635.0,160
555,231.0,39
556,701.0,223
557,809.0,172
558,988.0,442
559,1008.0,373
560,231.0,39
561,1021.0,241
562,985.0,434
563,231.0,39
564,606.0,116
565,231.0,39
566,231.0,39
567,626.0,105
568,231.0,39
569,1270.0,416
570,1295.0,315
571,763.0,402
572,617.0,108
573,231.0,39
574,807.0,181
575,599.0,115
576,620.0,100
577,1269.0,420
578,1305.0,244
579,231.0,39
580,1008.0,339
581,746.0,138
582,231.0,39
583,596.0,121
584,1279.0,377
585,218.0,44
586,636.0,155
587,714.0,485
588,633.0,171
589,796.0,235
590,725.0,134
591,581.0,186
592,790.0,269
593,231.0,39
594,728.0,198
595,614.0,113
596,788.0,276
597,231.0,39
598,1262.0,456
599,601.0,107
600,635.0,160
601,635.0,160
602,636.0,156
603,723.0,290
604,231.0,39
605,598.0,113
606,589.0,111
607,611.0,109
608,786.0,289
609,1017.0,299
610,231.0,39
611,627.0,102
612,1003.0,396
613,231.0,39
614,1017.0,320
615,231.0,39
616,231.0,39
617,635.0,161
618,635.0,963
619,231.0,39
620,1259.0,475
621,1290.0,377
622,613.0,107
623,613.0,118
624,1030.0,222
625,594.0,114
626,1038.0,194
627,715.0,492
628,231.0,39
629,602.0,112
630,616.0,111
631,1073.0,461
632,1478.0,625
633,1306.0,710
634,593.0,120
635,1281.0,362
636,231.0,39
637,592.0,116
638,762.0,165
639,626.0,97
640,231.0,39
641,708.0,157
642,614.0,102
643,700.0,304
644,626.0,108
645,626.0,108
646,231.0,39
647,231.0,39
648,231.0,39
649,223.0,43
650,1041.0,207
651,231.0,39
652,604.0,732
653,1266.0,449
654,1000.0,405
655,1006.0,320
656,611.0,116
657,231.0,39
658,628.0,104
659,752.0,207
660,983.0,430
661,1043.0,198
662,226.0,42
663,586.0,126
664,768.0,170
665,618.0,108
666,1046.0,181
667,231.0,39
668,231.0,39
669,223.0,43
670,231.0,39
671,636.0,156
672,226.0,42
673,1005.0,386
674,608.0,165
675,1210.0,714
676,231.0,39
677,991.0,398
678,231.0,39
679,804.0,197
680,626.0,97
681,605.0,111
682,703.0,263
683,589.0,111
684,571.0,189
685,620.0,100
686,1093.0,1300
687,231.0,39
688,982.0,448
689,810.0,1362
690,808.0,176
691,609.0,110
692,620.0,100
693,231.0,39
694,883.0,943
695,635.0,160
696,953.0,580
697,231.0,39
698,592.0,117
699,231.0,39
700,806.0,184
701,590.0,175
702,663.0,380
703,222.0,43
704,618.0,105
705,231.0,39
706,614.0,102
707,766.0,387
708,612.0,110
709,626.0,97
710,634.0,165
711,620.0,100
712,1010.0,350
713,586.0,120
714,231.0,39
715,1487.0,552
716,984.0,488
717,589.0,111
718,1395.0,308
719,635.0,161
720,717.0,215
721,231.0,39
722,226.0,42
723,1315.0,270
724,231.0,39
725,594.0,114
726,231.0,39
727,701.0,270
728,1015.0,307
729,626.0,97
730,606.0,115
731,231.0,39
732,223.0,43
733,592.0,771
734,744.0,303
735,612.0,110
736,636.0,156
737,223.0,43
738,609.0,105
739,1013.0,346
740,231.0,39
741,988.0,420
742,231.0,39
743,231.0,39
744,614.0,115
745,946.0,683
746,635.0,162
747,609.0,112
748,1011.0,351
749,1268.0,425
750,1302.0,258
751,606.0,115
752,231.0,39
753,217.0,45
754,627.0,111
755,231.0,39
756,614.0,102
757,614.0,102
758,622.0,225
759,231.0,39
760,635.0,160
761,231.0,39
762,1368.0,446
763,231.0,39
764,226.0,42
765,773.0,282
766,634.0,166
767,595.0,117
768,718.0,214
769,627.0,113
770,598.0,122
771,616.0,113
772,1323.0,682
773,620.0,100
774,231.0,39
775,1028.0,270
776,720.0,165
777,635.0,162
778,774.0,267
779,636.0,156
780,222.0,43
781,231.0,39
782,619.0,113
783,1016.0,284
784,231.0,39
785,1026.0,229
786,636.0,156
787,985.0,421
788,606.0,105
789,231.0,39
790,634.0,166
791,1050.0,591
792,231.0,39
793,788.0,275
794,589.0,111
795,624.0,115
796,779.0,177
797,596.0,109
798,627.0,102
799,1045.0,184
800,738.0,218
801,601.0,107
802,792.0,256
803,1304.0,248
804,590.0,150
805,1280.0,400
806,1291.0,406
807,889.0,968
808,984.0,463
809,1586.0,683
810,2270.0,737
811,231.0,39
812,231.0,39
813,231.0,39
814,780.0,317
815,633.0,171
816,231.0,39
817,231.0,39
818,1017.0,276
819,1031.0,250
820,231.0,39
821,614.0,102
822,226.0,42
823,614.0,112
824,231.0,39
825,619.0,112
826,731.0,562
827,604.0,117
828,231.0,39
829,231.0,39
830,222.0,43
831,627.0,102
832,702.0,240
833,217.0,45
834,231.0,39
835,231.0,39
836,635.0,162
837,706.0,688
838,615.0,106
839,762.0,407
840,1015.0,339
841,986.0,481
842,634.0,167
843,636.0,156
844,714.0,224
845,1289.0,310
846,1267.0,432
847,231.0,39
848,223.0,43
849,231.0,39
850,729.0,176
851,1256.0,568
852,804.0,196
853,768.0,376
854,615.0,109
855,1018.0,264
856,767.0,205
857,1279.0,406
858,1023.0,291
859,231.0,39
860,596.0,109
861,1280.0,394
862,231.0,39
863,982.0,503
864,223.0,43
865,1250.0,548
866,231.0,39
867,696.0,250
868,502.0,1347
869,636.0,156
870,614.0,102
871,651.0,450
872,963.0,590
873,937.0,674
874,774.0,178
875,1294.0,323
876,596.0,113
877,1010.0,366
878,598.0,120
879,223.0,43
880,593.0,121
881,596.0,109
882,231.0,39
883,231.0,39
884,772.0,358
885,997.0,373
886,231.0,39
887,636.0,156
888,231.0,39
889,636.0,156
890,231.0,39
891,231.0,39
892,620.0,104
893,635.0,161
894,1018.0,311
895,601.0,107
896,617.0,116
897,231.0,39
898,710.0,125
899,912.0,846
900,790.0,268
901,717.0,168
902,231.0,39
903,904.0,893
904,1288.0,376
905,996.0,378
906,231.0,39
907,588.0,125
908,1188.0,801
909,635.0,163
910,729.0,169
911,600.0,115
912,672.0,339
913,1223.0,630
914,1009.0,365
915,231.0,39
916,946.0,686
917,1300.0,307
918,733.0,394
919,744.0,299
920,1003.0,388
921,231.0,39
922,628.0,106
923,725.0,219
924,801.0,213
925,222.0,43
926,798.0,229
927,786.0,288
928,687.0,782
929,231.0,39
930,605.0,109
931,231.0,39
932,231.0,39
933,635.0,160
934,984.0,438
935,635.0,163
936,231.0,39
937,1013.0,341
938,1284.0,348
939,812.0,158
940,231.0,39
941,223.0,43
942,1285.0,369
943,231.0,39
944,582.0,119
945,1012.0,323
946,972.0,498
947,223.0,43
948,1250.0,601
949,1041.0,194
950,606.0,104
951,807.0,181
952,231.0,39
953,805.0,191
954,587.0,116
955,766.0,165
956,806.0,187
957,1043.0,192
958,231.0,39
959,596.0,109
960,633.0,173
961,1030.0,264
962,597.0,118
963,615.0,109
964,730.0,149
965,611.0,108
966,231.0,39
967,628.0,102
968,689.0,349
969,735.0,146
970,1034.0,238
971,1282.0,407
972,223.0,43
973,1015.0,306
974,694.0,217
975,618.0,105
976,615.0,110
977,223.0,43
978,627.0,111
979,609.0,105
980,1306.0,238
981,607.0,110
982,940.0,712
983,788.0,277
984,998.0,426
985,231.0,39
986,231.0,39
987,980.0,506
988,1021.0,307
989,594.0,114
990,231.0,39
991,595.0,114
992,217.0,45
993,626.0,97
994,1213.0,678
995,966.0,532
996,773.0,179
997,626.0,97
998,626.0,105
999,231.0,39
1000,806.0,187
1001,763.0,321
1002,886.0,919
1003,1286.0,389
1004,618.0,105
1005,693.0,469
1006,231.0,39
1007,595.0,117
1008,231.0,39
1009,634.0,166
1010,783.0,303
1011,223.0,43
1012,695.0,592
1013,656.0,489
1014,231.0,39
1015,231.0,39
1016,1247.0,521
1017,635.0,162
1018,634.0,166
1019,584.0,179
1020,951.0,652
1021,606.0,104
1022,614.0,102
1023,636.0,156
1024,636.0,156
1025,595.0,117
1026,716.0,388
1027,231.0,39
1028,1260.0,491
1029,998.0,366
1030,917.0,829
1031,1011.0,350
1032,1296.0,288
1033,610.0,103
1034,636.0,156
1035,969.0,573
1036,1274.0,397
1037,605.0,110
1038,618.0,115
1039,231.0,39
1040,626.0,97
1041,231.0,39
1042,985.0,494
1043,625.0,105
1044,231.0,39
1045,742.0,262
1046,1002.0,370
1047,231.0,39
1048,1285.0,321
1049,231.0,39
1050,693.0,231
1051,1028.0,268
1052,618.0,105
1053,635.0,160
1054,968.0,515
1055,1301.0,260
1056,636.0,156
1057,586.0,172
1058,627.0,112
1059,1023.0,285
1060,764.0,183
1061,231.0,39
1062,619.0,110
1063,231.0,39
1064,634.0,166
1065,754.0,202
1066,613.0,108
1067,218.0,44
1068,634.0,168
1069,231.0,39
1070,709.0,484
1071,993.0,448
1072,635.0,160
1073,717.0,165
1074,617.0,174
1075,800.0,214
1076,776.0,213
1077,696.0,375
1078,718.0,154
1079,1218.0,679
1080,231.0,39
1081,231.0,39
1082,609.0,105
1083,231.0,39
1084,959.0,565
1085,696.0,219
1086,1045.0,183
1087,601.0,108
1088,231.0,39
1089,231.0,39
1090,609.0,153
1091,990.0,407
1092,807.0,180
1093,217.0,45
1094,1302.0,283
1095,634.0,165
1096,939.0,652
1097,687.0,401
1098,746.0,487
1099,1258.0,477
1100,634.0,168
1101,618.0,108
1102,231.0,39
1103,806.0,186
1104,231.0,39
1105,726.0,287
1106,231.0,39
1107,226.0,42
1108,753.0,195
1109,618.0,162
1110,231.0,39
1111,231.0,39
1112,784.0,294
1113,223.0,43
1114,618.0,108
1115,610.0,112
1116,231.0,39
1117,1025.0,254
1118,790.0,268
1119,588.0,118
1120,231.0,39
1121,627.0,816
1122,784.0,299
1123,614.0,102
1124,231.0,39
1125,590.0,115
1126,1283.0,352
1127,616.0,111
1128,635.0,161
1129,635.0,162
1130,586.0,148
1131,628.0,102
1132,627.0,102
1133,602.0,111
1134,231.0,39
1135,602.0,113
1136,743.0,274
1137,634.0,167
1138,619.0,111
1139,624.0,111
1140,739.0,140
1141,1356.0,503
1142,222.0,43
1143,1632.0,470
1144,223.0,43
1145,611.0,108
1146,728.0,182
1147,636.0,156
1148,635.0,163
1149,808.0,179
1150,231.0,39
1151,1287.0,331
1152,612.0,110
1153,231.0,39
1154,827.0,1254
1155,1115.0,1183
1156,602.0,112
1157,223.0,43
1158,609.0,105
1159,231.0,39
1160,994.0,389
1161,704.0,699
1162,753.0,187
1163,231.0,39
1164,932.0,724
1165,1018.0,292
1166,1279.0,371
1167,231.0,39
1168,767.0,380
1169,614.0,102
1170,952.0,585
1171,709.0,154
1172,635.0,163
1173,619.0,110
1174,231.0,39
1175,740.0,180
1176,1279.0,371
1177,231.0,39
1178,231.0,39
1179,636.0,156
1180,231.0,39
1181,1648.0,417
1182,977.0,498
1183,605.0,109
1184,633.0,171
1185,770.0,193
1186,231.0,39
1187,616.0,110
1188,1009.0,366
1189,609.0,105
1190,1388.0,357
1191,799.0,223
1192,582.0,146
1193,605.0,114
1194,231.0,39
1195,598.0,112
1196,1267.0,440
1197,231.0,39
1198,1116.0,268
1199,620.0,100
1200,635.0,161
1201,231.0,39
1202,231.0,39
1203,635.0,160
1204,1028.0,274
1205,626.0,97
1206,808.0,175
1207,231.0,39
1208,231.0,39
1209,1293.0,300
1210,635.0,163
1211,231.0,39
1212,231.0,39
1213,748.0,304
1214,231.0,39
1215,934.0,740
1216,635.0,163
1217,698.0,451
1218,619.0,110
1219,622.0,226
1220,912.0,810
1221,226.0,42
1222,231.0,39
1223,231.0,39
1224,226.0,42
1225,665.0,409
1226,611.0,108
1227,944.0,693
1228,635.0,163
1229,603.0,107
1230,217.0,45
1231,618.0,101
1232,580.0,123
1233,605.0,110
1234,781.0,310
1235,231.0,39
1236,601.0,108
1237,223.0,43
1238,231.0,39
1239,1273.0,441
1240,1281.0,381
1241,215.0,45
1242,798.0,227
1243,231.0,39
1244,231.0,39
1245,1240.0,529
1246,231.0,39
1247,1264.0,448
1248,594.0,121
1249,223.0,43
1250,627.0,102
1251,635.0,160
1252,788.0,276
1253,231.0,39
1254,605.0,109
1255,231.0,39
1256,636.0,156
1257,967.0,523
1258,231.0,39
1259,666.0,884
1260,636.0,155
1261,579.0,146
1262,231.0,39
1263,1024.0,293
1264,632.0,175
1265,223.0,43
1266,636.0,156
1267,231.0,39
1268,1242.0,555
1269,1298.0,301
1270,782.0,308
1271,231.0,39
1272,634.0,164
1273,231.0,39
1274,231.0,39
1275,735.0,159
1276,627.0,101
1277,633.0,171
1278,987.0,467
1279,937.0,690
1280,618.0,106
1281,1287.0,331
1282,719.0,149
1283,790.0,265
1284,1296.0,288
1285,626.0,105
1286,619.0,107
1287,584.0,114
1288,231.0,39
1289,231.0,39
1290,581.0,216
1291,231.0,39
1292,231.0,39
1293,718.0,137
1294,628.0,109
1295,762.0,167
1296,1644.0,446
1297,596.0,109
1298,770.0,149
1299,606.0,115
1300,590.0,115
1301,231.0,39
1302,748.0,197
1303,615.0,107
1304,231.0,39
1305,998.0,418
1306,231.0,39
1307,936.0,732
1308,231.0,39
1309,1234.0,615
1310,768.0,375
1311,231.0,39
1312,618.0,106
1313,731.0,181
1314,231.0,39
1315,615.0,107
1316,635.0,161
1317,231.0,39
1318,231.0,39
1319,618.0,696
1320,231.0,39
1321,672.0,348
1322,687.0,330
1323,627.0,101
1324,1022.0,300
1325,607.0,113
1326,231.0,39
1327,775.0,173
1328,583.0,174
1329,596.0,120
1330,627.0,102
1331,1010.0,355
1332,734.0,189
1333,1004.0,331
1334,598.0,228
1335,1262.0,496
1336,624.0,115
1337,231.0,39
1338,810.0,164
1339,1221.0,660
1340,972.0,496
1341,231.0,39
1342,674.0,415
1343,588.0,126
1344,781.0,1506
1345,700.0,217
1346,1181.0,862
1347,231.0,39
1348,727.0,245
1349,969.0,567
1350,1275.0,390
1351,622.0,226
1352,614.0,102
1353,1330.0,633
1354,634.0,168
1355,607.0,171
1356,709.0,163
1357,613.0,108
1358,222.0,43
1359,974.0,543
1360,782.0,307
1361,996.0,428
1362,897.0,927
1363,1209.0,685
1364,1028.0,265
1365,627.0,103
1366,231.0,39
1367,222.0,43
1368,231.0,39
1369,589.0,111
1370,622.0,229
1371,658.0,438
1372,808.0,177
1373,785.0,293
1374,1002.0,403
1375,231.0,39
1376,231.0,39
1377,604.0,106
1378,804.0,197
1379,1010.0,334
1380,580.0,147
1381,788.0,277
1382,891.0,897
1383,702.0,239
1384,635.0,162
1385,231.0,39
1386,1254.0,494
1387,231.0,39
1388,740.0,516
1389,231.0,39
1390,231.0,39
1391,620.0,100
1392,709.0,171
1393,636.0,156
1394,905.0,868
1395,635.0,162
1396,1185.0,927
1397,223.0,43
1398,803.0,202
1399,231.0,39
1400,636.0,156
1401,231.0,39
1402,231.0,39
1403,636.0,156
1404,605.0,111
1405,934.0,742
1406,231.0,39
1407,961.0,569
1408,589.0,111
1409,606.0,118
1410,226.0,42
1411,636.0,155
1412,564.0,1146
1413,795.0,243
1414,797.0,231
1415,218.0,44
1416,626.0,97
1417,779.0,322
1418,231.0,39
1419,871.0,1002
1420,791.0,260
1421,767.0,206
1422,231.0,39
1423,1291.0,335
1424,789.0,190
1425,231.0,39
1426,636.0,156
1427,1013.0,343
1428,231.0,39
1429,605.0,109
1430,626.0,97
1431,1008.0,369
1432,1710.0,862
1433,699.0,361
1434,732.0,176
1435,602.0,112
1436,605.0,112
1437,231.0,39
1438,1521.0,411
1439,1234.0,598
1440,231.0,39
1441,231.0,39
1442,231.0,39
1443,1045.0,184
1444,727.0,168
1445,222.0,43
1446,724.0,193
1447,727.0,411
1448,231.0,39
1449,231.0,39
1450,231.0,39
1451,635.0,160
1452,231.0,39
1453,1270.0,459
1454,594.0,110
1455,636.0,156
1456,633.0,169
1457,607.0,110
1458,634.0,169
1459,596.0,109
1460,231.0,39
1461,787.0,282
1462,635.0,161
1463,1273.0,422
1464,222.0,43
1465,231.0,39
1466,728.0,288
1467,603.0,180
1468,634.0,166
1469,607.0,110
1470,785.0,289
1471,585.0,127
1472,231.0,39
1473,1033.0,240
1474,1054.0,567
1475,782.0,197
1476,231.0,39
1477,618.0,108
1478,223.0,43
1479,635.0,161
1480,1272.0,386
1481,1215.0,735
1482,1246.0,542
1483,1032.0,252
1484,1243.0,582
1485,602.0,112
1486,231.0,39
1487,222.0,43
1488,1249.0,521
1489,1003.0,364
1490,615.0,107
1491,231.0,39
1492,771.0,360
1493,619.0,109
1494,222.0,43
1495,794.0,246
1496,748.0,211
1497,1043.0,195
1498,222.0,43
1499,627.0,102
1500,223.0,43
1501,1298.0,327
1502,1034.0,192
1503,606.0,105
1504,231.0,39
1505,231.0,39
1506,231.0,39
1507,615.0,109
1508,231.0,39
1509,231.0,39
1510,774.0,178
1511,589.0,111
1512,231.0,39
1513,223.0,43
1514,1001.0,396
1515,594.0,120
1516,231.0,39
1517,231.0,39
1518,231.0,39
1519,1261.0,548
1520,231.0,39
1521,1006.0,314
1522,231.0,39
1523,810.0,168
1524,611.0,116
1525,989.0,467
1526,1001.0,423
1527,1228.0,654
1528,695.0,1936
1529,1289.0,408
1530,615.0,107
1531,1240.0,598
1532,231.0,39
1533,812.0,158
1534,231.0,39
1535,597.0,108
1536,570.0,238
1537,635.0,163
1538,231.0,39
1539,1376.0,413
1540,606.0,117
1541,231.0,39
1542,1259.0,515
1543,628.0,102
1544,711.0,110
1545,1192.0,809
1546,598.0,121
1547,635.0,160
1548,749.0,470
1549,217.0,45
1550,631.0,535
1551,767.0,382
1552,683.0,431
1553,616.0,114
1554,589.0,112
1555,711.0,206
1556,1018.0,320
1557,231.0,39
1558,223.0,43
1559,967.0,574
1560,963.0,550
1561,807.0,183
1562,582.0,132
1563,633.0,171
1564,610.0,104
1565,231.0,39
1566,792.0,257
1567,745.0,156
1568,603.0,112
1569,218.0,44
1570,606.0,118
1571,231.0,39
1572,996.0,371
1573,808.0,177
1574,740.0,518
1575,633.0,169
1576,231.0,39
1577,223.0,43
1578,231.0,39
1579,689.0,235
1580,591.0,111
1581,710.0,146
1582,1275.0,408
1583,618.0,101
1584,987.0,441
1585,231.0,39
1586,710.0,202
1587,231.0,39
1588,1000.0,353
1589,636.0,156
1590,595.0,117
1591,755.0,154
1592,231.0,39
1593,744.0,495
1594,1026.0,227
1595,1028.0,262
1596,217.0,45
1597,1228.0,625
1598,1021.0,306
1599,762.0,281
1600,231.0,39
1601,723.0,242
1602,988.0,472
1603,1013.0,291
1604,223.0,43
1605,1030.0,244
1606,610.0,103
1607,1023.0,298
1608,231.0,39
1609,1004.0,341
1610,626.0,97
1611,635.0,160
1612,956.0,585
1613,223.0,43
1614,231.0,39
1615,618.0,171
1616,231.0,39
1617,586.0,120
1618,635.0,161
1619,2905.0,1080
1620,231.0,39
1621,627.0,112
1622,634.0,166
1623,231.0,39
1624,1028.0,260
1625,223.0,43
1626,1033.0,227
1627,1020.0,264
1628,756.0,250
1629,635.0,163
1630,218.0,44
