0,1,2
3600,617.0,109
3601,1010.0,363
3602,627.0,102
3603,754.0,181
3604,226.0,42
3605,231.0,39
3606,1284.0,376
3607,1025.0,230
3608,626.0,97
3609,615.0,111
3610,609.0,110
3611,231.0,39
3612,974.0,474
3613,1018.0,275
3614,231.0,39
3615,231.0,39
3616,231.0,39
3617,231.0,39
3618,791.0,262
3619,801.0,214
3620,1004.0,339
3621,609.0,110
3622,231.0,39
3623,1022.0,251
3624,231.0,39
3625,620.0,104
3626,627.0,102
3627,614.0,102
3628,627.0,102
3629,217.0,45
3630,1013.0,279
3631,231.0,39
3632,1014.0,339
3633,231.0,39
3634,1279.0,453
3635,222.0,43
3636,231.0,39
3637,626.0,97
3638,1025.0,283
3639,1004.0,393
3640,600.0,114
3641,231.0,39
3642,690.0,258
3643,589.0,144
3644,752.0,166
3645,709.0,153
3646,779.0,170
3647,223.0,43
3648,1008.0,369
3649,635.0,163
3650,215.0,45
3651,805.0,191
3652,231.0,39
3653,609.0,111
3654,590.0,117
3655,1019.0,317
3656,231.0,39
3657,789.0,200
3658,781.0,310
3659,708.0,177
3660,630.0,662
3661,1035.0,250
3662,627.0,110
3663,612.0,123
3664,231.0,39
3665,1300.0,352
3666,616.0,112
3667,231.0,39
3668,606.0,104
3669,611.0,107
3670,231.0,39
3671,231.0,39
3672,625.0,113
3673,217.0,45
3674,223.0,43
3675,990.0,460
3676,808.0,175
3677,231.0,39
3678,635.0,160
3679,1019.0,319
3680,766.0,165
3681,1037.0,227
3682,696.0,245
3683,1028.0,217
3684,616.0,111
3685,231.0,39
3686,1383.0,385
3687,704.0,387
3688,620.0,116
3689,618.0,101
3690,1023.0,297
3691,612.0,113
3692,744.0,188
3693,1296.0,316
3694,1302.0,300
3695,1324.0,240
3696,231.0,39
3697,614.0,115
3698,987.0,420
3699,223.0,43
3700,1293.0,317
3701,231.0,39
3702,231.0,39
3703,231.0,39
3704,584.0,122
3705,708.0,260
3706,728.0,147
3707,733.0,191
3708,231.0,39
3709,993.0,446
3710,588.0,219
3711,231.0,39
3712,793.0,179
3713,223.0,43
3714,985.0,420
3715,231.0,39
3716,627.0,103
3717,808.0,174
3718,231.0,39
3719,725.0,205
3720,808.0,176
3721,1038.0,221
3722,1038.0,221
3723,231.0,39
3724,231.0,39
3725,733.0,148
3726,626.0,97
3727,1028.0,217
3728,997.0,428
3729,588.0,113
3730,231.0,39
3731,975.0,531
3732,811.0,163
3733,231.0,39
3734,231.0,39
3735,989.0,435
3736,626.0,108
3737,770.0,368
3738,1024.0,281
3739,626.0,106
3740,223.0,43
3741,1027.0,277
3742,764.0,395
3743,231.0,39
3744,610.0,113
3745,808.0,174
3746,1025.0,287
3747,806.0,189
3748,776.0,176
3749,231.0,39
3750,808.0,176
3751,222.0,43
3752,636.0,156
3753,745.0,149
3754,2993.0,643
3755,635.0,160
3756,1036.0,233
3757,223.0,43
3758,774.0,276
3759,1008.0,343
3760,636.0,156
3761,1311.0,244
3762,1011.0,302
3763,231.0,39
3764,722.0,143
3765,231.0,39
3766,594.0,114
3767,594.0,114
3768,601.0,108
3769,626.0,97
3770,1021.0,288
3771,592.0,117
3772,1816.0,324
3773,1020.0,311
3774,739.0,151
3775,1275.0,395
3776,222.0,43
3777,1301.0,260
3778,1008.0,317
3779,222.0,43
3780,1031.0,254
3781,231.0,39
3782,1025.0,250
3783,614.0,171
3784,231.0,39
3785,231.0,39
3786,1039.0,217
3787,636.0,156
3788,1018.0,293
3789,1008.0,364
3790,1034.0,238
3791,231.0,39
3792,609.0,117
3793,635.0,161
3794,634.0,168
3795,713.0,117
3796,627.0,102
3797,590.0,115
3798,231.0,39
3799,1259.0,426
3800,611.0,116
3801,231.0,39
3802,226.0,42
3803,1015.0,335
3804,218.0,44
3805,231.0,39
3806,231.0,39
3807,223.0,43
3808,750.0,157
3809,800.0,215
3810,1370.0,432
3811,1044.0,193
3812,1014.0,289
3813,610.0,112
3814,1026.0,279
3815,1290.0,333
3816,231.0,39
3817,231.0,39
3818,1269.0,420
3819,1023.0,302
3820,636.0,156
3821,600.0,112
3822,1033.0,214
3823,1029.0,264
3824,231.0,39
3825,607.0,110
3826,231.0,39
3827,1296.0,320
3828,610.0,113
3829,231.0,39
3830,636.0,156
3831,766.0,215
3832,610.0,103
3833,231.0,39
3834,1033.0,245
3835,611.0,108
3836,594.0,122
3837,635.0,161
3838,231.0,39
3839,626.0,97
3840,1311.0,237
3841,218.0,44
3842,231.0,39
3843,758.0,220
3844,226.0,42
3845,231.0,39
3846,1303.0,250
3847,1316.0,212
3848,588.0,113
3849,1383.0,341
3850,1306.0,268
3851,589.0,111
3852,1011.0,300
3853,1291.0,414
3854,994.0,391
3855,725.0,196
3856,698.0,208
3857,1036.0,231
3858,709.0,477
3859,752.0,296
3860,627.0,102
3861,576.0,185
3862,609.0,105
3863,231.0,39
3864,634.0,168
3865,996.0,432
3866,1306.0,242
3867,626.0,97
3868,1301.0,232
3869,1005.0,344
3870,611.0,117
3871,607.0,120
3872,231.0,39
3873,806.0,189
3874,1031.0,225
3875,601.0,107
3876,1114.0,268
3877,612.0,110
3878,1278.0,379
3879,586.0,113
3880,231.0,39
3881,1031.0,234
3882,727.0,194
3883,215.0,45
3884,231.0,39
3885,604.0,117
3886,231.0,39
3887,610.0,103
3888,1039.0,210
3889,627.0,112
3890,633.0,173
3891,635.0,161
3892,711.0,143
3893,231.0,39
3894,611.0,108
3895,636.0,155
3896,223.0,43
3897,588.0,116
3898,635.0,163
3899,582.0,134
3900,217.0,45
3901,1264.0,493
3902,634.0,168
3903,1380.0,361
3904,231.0,39
3905,605.0,109
3906,636.0,156
3907,1293.0,329
3908,231.0,39
3909,1848.0,529
3910,231.0,39
3911,1260.0,448
3912,1297.0,246
3913,609.0,105
3914,731.0,167
3915,1012.0,320
3916,801.0,212
3917,1286.0,314
3918,634.0,166
3919,1016.0,270
3920,231.0,39
3921,636.0,156
3922,762.0,407
3923,1284.0,433
3924,616.0,112
3925,1022.0,280
3926,217.0,45
3927,605.0,109
3928,215.0,45
3929,1291.0,274
3930,588.0,115
3931,601.0,107
3932,231.0,39
3933,737.0,143
3934,710.0,491
3935,740.0,156
3936,1043.0,195
3937,611.0,109
3938,1295.0,361
3939,231.0,39
3940,996.0,426
3941,218.0,44
3942,1018.0,266
3943,757.0,211
3944,580.0,122
3945,1042.0,200
3946,710.0,148
3947,223.0,43
3948,589.0,111
3949,626.0,118
3950,591.0,122
3951,231.0,39
3952,593.0,122
3953,231.0,39
3954,1010.0,355
3955,231.0,39
3956,231.0,39
3957,604.0,106
3958,1299.0,235
3959,1036.0,225
3960,1302.0,337
3961,751.0,274
3962,635.0,161
3963,589.0,120
3964,1312.0,265
3965,1105.0,332
3966,1299.0,336
3967,1302.0,781
3968,1823.0,347
3969,1024.0,307
3970,1022.0,244
3971,614.0,102
3972,218.0,44
3973,231.0,39
3974,620.0,100
3975,231.0,39
3976,223.0,43
3977,231.0,39
3978,1307.0,250
3979,1012.0,346
3980,231.0,39
3981,627.0,107
3982,803.0,201
3983,959.0,549
3984,585.0,119
3985,231.0,39
3986,231.0,39
3987,231.0,39
3988,590.0,176
3989,231.0,39
3990,620.0,100
3991,1285.0,341
3992,231.0,39
3993,1027.0,279
3994,231.0,39
3995,231.0,39
3996,231.0,39
3997,620.0,100
3998,222.0,43
3999,750.0,467
4000,634.0,166
4001,231.0,39
4002,808.0,174
4003,573.0,188
4004,231.0,39
4005,590.0,115
4006,610.0,103
4007,1270.0,383
4008,222.0,43
4009,602.0,112
4010,1035.0,254
4011,222.0,43
4012,620.0,100
4013,614.0,102
4014,1300.0,329
4015,728.0,137
4016,618.0,105
4017,231.0,39
4018,231.0,39
4019,763.0,159
4020,635.0,161
4021,1304.0,342
4022,231.0,39
4023,748.0,476
4024,786.0,288
4025,583.0,808
4026,231.0,39
4027,231.0,39
4028,939.0,680
4029,606.0,116
4030,1253.0,502
4031,1202.0,827
4032,604.0,106
4033,659.0,680
4034,628.0,109
4035,592.0,737
4036,628.0,109
4037,704.0,352
4038,231.0,39
4039,688.0,418
4040,784.0,298
4041,614.0,112
4042,586.0,124
4043,721.0,614
4044,761.0,1570
4045,231.0,39
4046,1282.0,380
4047,635.0,163
4048,223.0,43
4049,635.0,162
4050,636.0,156
4051,719.0,170
4052,231.0,39
4053,635.0,160
4054,231.0,39
4055,635.0,160
4056,634.0,166
4057,1303.0,280
4058,231.0,39
4059,1302.0,259
4060,1299.0,250
4061,627.0,102
4062,226.0,42
4063,1038.0,217
4064,802.0,206
4065,776.0,166
4066,635.0,161
4067,231.0,39
4068,601.0,107
4069,1012.0,293
4070,1026.0,275
4071,636.0,156
4072,737.0,197
4073,231.0,39
4074,787.0,283
4075,231.0,39
4076,633.0,171
4077,763.0,163
4078,577.0,183
4079,635.0,163
4080,231.0,39
4081,991.0,396
4082,226.0,42
4083,1311.0,233
4084,596.0,109
4085,769.0,178
4086,738.0,158
4087,223.0,43
4088,609.0,110
4089,626.0,97
4090,759.0,190
4091,1000.0,414
4092,698.0,274
4093,635.0,160
4094,634.0,166
4095,619.0,110
4096,231.0,39
4097,231.0,39
4098,609.0,113
4099,231.0,39
4100,675.0,435
4101,572.0,149
4102,909.0,811
4103,626.0,97
4104,618.0,105
4105,628.0,102
4106,636.0,156
4107,612.0,168
4108,1007.0,375
4109,595.0,217
4110,751.0,204
4111,615.0,110
4112,231.0,39
4113,231.0,39
4114,1021.0,309
4115,586.0,113
4116,231.0,39
4117,1276.0,387
4118,619.0,105
4119,758.0,196
4120,1001.0,407
4121,594.0,190
4122,779.0,1463
4123,635.0,163
4124,627.0,102
4125,611.0,108
4126,616.0,111
4127,598.0,113
4128,218.0,44
4129,231.0,39
4130,1258.0,447
4131,231.0,39
4132,231.0,39
4133,1013.0,306
4134,788.0,276
4135,223.0,43
4136,231.0,39
4137,593.0,123
4138,969.0,563
4139,633.0,172
4140,1310.0,241
4141,231.0,39
4142,601.0,107
4143,585.0,125
4144,618.0,101
4145,602.0,116
4146,968.0,538
4147,231.0,39
4148,1255.0,448
4149,635.0,160
4150,636.0,156
4151,231.0,39
4152,231.0,39
4153,738.0,278
4154,231.0,39
4155,620.0,165
4156,962.0,559
4157,635.0,162
4158,626.0,97
4159,1037.0,224
4160,989.0,462
4161,231.0,39
4162,231.0,39
4163,615.0,113
4164,745.0,156
4165,1276.0,340
4166,231.0,39
4167,231.0,39
4168,1018.0,276
4169,231.0,39
4170,231.0,39
4171,231.0,39
4172,703.0,245
4173,1024.0,285
4174,231.0,39
4175,962.0,595
4176,704.0,697
4177,1015.0,271
4178,635.0,160
4179,628.0,107
4180,581.0,118
4181,732.0,372
4182,231.0,39
4183,634.0,168
4184,231.0,39
4185,891.0,963
4186,231.0,39
4187,231.0,39
4188,218.0,44
4189,231.0,39
4190,619.0,111
4191,609.0,110
4192,634.0,168
4193,1594.0,673
4194,231.0,39
4195,716.0,142
4196,223.0,43
4197,620.0,100
4198,231.0,39
4199,1654.0,379
4200,782.0,307
4201,610.0,112
4202,1030.0,213
4203,620.0,100
4204,1030.0,229
4205,584.0,120
4206,1040.0,203
4207,584.0,114
4208,778.0,325
4209,231.0,39
4210,707.0,145
4211,754.0,274
4212,710.0,156
4213,1279.0,360
4214,620.0,100
4215,626.0,97
4216,1286.0,336
4217,1033.0,209
4218,769.0,373
4219,621.0,106
4220,1022.0,245
4221,215.0,45
4222,231.0,39
4223,714.0,135
4224,596.0,113
4225,231.0,39
4226,231.0,39
4227,1032.0,200
4228,1014.0,281
4229,989.0,466
4230,596.0,147
4231,231.0,39
4232,609.0,110
4233,1031.0,252
4234,635.0,160
4235,596.0,109
4236,231.0,39
4237,1239.0,614
4238,683.0,396
4239,1031.0,254
4240,791.0,263
4241,598.0,122
4242,593.0,120
4243,231.0,39
4244,764.0,201
4245,626.0,97
4246,622.0,225
4247,515.0,1376
4248,682.0,809
4249,601.0,108
4250,635.0,160
4251,961.0,609
4252,651.0,454
4253,231.0,39
4254,217.0,45
4255,231.0,39
4256,978.0,488
4257,231.0,39
4258,231.0,39
4259,231.0,39
4260,231.0,39
4261,636.0,156
4262,617.0,598
4263,581.0,118
4264,593.0,162
4265,634.0,165
4266,578.0,129
4267,1226.0,638
4268,712.0,302
4269,704.0,213
4270,231.0,39
4271,589.0,123
4272,231.0,39
4273,1029.0,206
4274,1002.0,347
4275,903.0,832
4276,626.0,108
4277,231.0,39
4278,1045.0,184
4279,605.0,112
4280,805.0,190
4281,631.0,901
4282,226.0,42
4283,231.0,39
4284,231.0,39
4285,231.0,39
4286,231.0,39
4287,1011.0,335
4288,1293.0,301
4289,231.0,39
4290,231.0,39
4291,600.0,112
4292,231.0,39
4293,231.0,39
4294,751.0,170
4295,625.0,110
4296,1018.0,264
4297,609.0,105
4298,618.0,101
4299,733.0,154
4300,1275.0,390
4301,809.0,174
4302,717.0,145
4303,770.0,365
4304,597.0,116
4305,599.0,124
4306,231.0,39
4307,218.0,44
4308,619.0,109
4309,1026.0,216
4310,751.0,231
4311,1810.0,365
4312,620.0,110
4313,635.0,162
4314,1034.0,221
4315,627.0,101
4316,1122.0,218
4317,615.0,113
4318,636.0,156
4319,226.0,42
4320,1371.0,427
4321,1031.0,247
4322,1045.0,183
4323,1303.0,284
4324,1023.0,261
4325,1017.0,325
4326,231.0,39
4327,757.0,186
4328,1250.0,517
4329,231.0,39
4330,998.0,416
4331,226.0,42
4332,231.0,39
4333,706.0,222
4334,582.0,120
4335,615.0,107
4336,231.0,39
4337,1262.0,460
4338,635.0,163
4339,680.0,315
4340,745.0,155
4341,746.0,186
4342,1031.0,255
4343,215.0,45
4344,620.0,100
4345,1547.0,280
4346,1298.0,275
4347,1295.0,292
4348,594.0,114
4349,215.0,45
4350,1481.0,610
4351,950.0,605
4352,794.0,1386
4353,231.0,39
4354,231.0,39
4355,231.0,39
4356,222.0,43
4357,231.0,39
4358,1027.0,271
4359,231.0,39
4360,761.0,209
4361,775.0,173
4362,1014.0,340
4363,611.0,115
4364,1045.0,189
4365,231.0,39
4366,618.0,101
4367,1031.0,250
4368,687.0,359
4369,1820.0,351
4370,231.0,39
4371,620.0,100
4372,217.0,45
4373,627.0,113
4374,602.0,116
4375,231.0,39
4376,636.0,156
4377,586.0,120
4378,223.0,43
4379,223.0,43
4380,231.0,39
4381,1006.0,381
4382,231.0,39
4383,732.0,284
4384,935.0,732
4385,1223.0,690
4386,1000.0,1862
4387,231.0,39
4388,622.0,158
4389,742.0,169
4390,809.0,173
4391,581.0,114
4392,606.0,116
4393,223.0,43
4394,231.0,39
4395,636.0,156
4396,1038.0,222
4397,223.0,43
4398,627.0,110
4399,1036.0,230
4400,231.0,39
4401,1004.0,348
4402,635.0,161
4403,231.0,39
4404,714.0,153
4405,601.0,107
4406,1048.0,172
4407,1000.0,364
4408,616.0,106
4409,1296.0,307
4410,602.0,113
4411,1263.0,406
4412,605.0,110
4413,800.0,215
4414,626.0,103
4415,1007.0,374
4416,579.0,125
4417,231.0,39
4418,1015.0,279
4419,1035.0,239
4420,231.0,39
4421,1007.0,376
4422,1318.0,228
4423,223.0,43
4424,231.0,39
4425,231.0,39
4426,231.0,39
4427,231.0,39
4428,627.0,102
4429,723.0,152
4430,734.0,144
4431,714.0,179
4432,636.0,156
4433,635.0,162
4434,1076.0,1449
4435,231.0,39
4436,231.0,39
4437,629.0,792
4438,1033.0,245
4439,1877.0,408
4440,618.0,101
4441,218.0,44
4442,596.0,109
4443,226.0,42
4444,594.0,114
4445,1260.0,438
4446,223.0,43
4447,730.0,220
4448,616.0,113
4449,231.0,39
4450,1024.0,264
4451,231.0,39
4452,217.0,45
4453,1023.0,293
4454,635.0,161
4455,231.0,39
4456,1014.0,342
4457,787.0,283
4458,231.0,39
4459,231.0,39
4460,614.0,102
4461,634.0,166
4462,231.0,39
4463,577.0,145
4464,231.0,39
4465,231.0,39
4466,679.0,821
4467,707.0,153
4468,231.0,39
4469,791.0,263
4470,582.0,132
4471,741.0,203
4472,1127.0,220
4473,759.0,156
4474,231.0,39
4475,231.0,39
4476,1686.0,297
4477,760.0,177
4478,223.0,43
4479,231.0,39
4480,771.0,193
4481,618.0,101
4482,222.0,43
4483,1019.0,311
4484,1019.0,311
4485,223.0,43
4486,707.0,204
4487,716.0,232
4488,1008.0,372
4489,615.0,107
4490,1010.0,311
4491,223.0,43
4492,1036.0,229
4493,1293.0,265
4494,223.0,43
4495,215.0,45
4496,602.0,112
4497,231.0,39
4498,612.0,112
4499,231.0,39
4500,605.0,111
4501,635.0,163
4502,798.0,228
4503,231.0,39
4504,618.0,105
4505,231.0,39
4506,1020.0,313
4507,782.0,193
4508,609.0,105
4509,792.0,167
4510,1273.0,430
4511,231.0,39
4512,615.0,168
4513,606.0,104
4514,231.0,39
4515,614.0,102
4516,635.0,163
4517,600.0,115
4518,231.0,39
4519,231.0,39
4520,1295.0,322
4521,635.0,162
4522,722.0,156
4523,1288.0,359
4524,620.0,109
4525,589.0,120
4526,1292.0,262
4527,1026.0,251
4528,737.0,154
4529,231.0,39
4530,231.0,39
4531,1282.0,358
4532,687.0,369
4533,605.0,112
4534,618.0,105
4535,1630.0,506
4536,756.0,320
4537,587.0,118
4538,1029.0,265
4539,1026.0,223
4540,1803.0,400
4541,1028.0,266
4542,223.0,43
4543,231.0,39
4544,755.0,210
4545,231.0,39
4546,1033.0,242
4547,226.0,42
4548,627.0,102
4549,1044.0,193
4550,231.0,39
4551,786.0,286
4552,809.0,170
4553,774.0,209
4554,580.0,121
4555,606.0,104
4556,1307.0,267
4557,1287.0,346
4558,635.0,160
4559,1311.0,292
4560,611.0,115
4561,1006.0,388
4562,619.0,110
4563,1049.0,163
4564,1294.0,297
4565,626.0,97
4566,231.0,39
4567,231.0,39
4568,231.0,39
4569,1022.0,246
4570,1658.0,382
4571,1028.0,224
4572,1403.0,260
4573,231.0,39
4574,618.0,105
4575,1012.0,346
4576,615.0,107
4577,1042.0,197
4578,231.0,39
4579,580.0,115
4580,231.0,39
4581,618.0,101
4582,810.0,166
4583,581.0,150
4584,1038.0,223
4585,1011.0,293
4586,1300.0,234
4587,223.0,43
4588,620.0,100
4589,760.0,187
4590,605.0,109
4591,1108.0,284
4592,231.0,39
4593,1293.0,339
4594,779.0,170
4595,609.0,110
4596,231.0,39
4597,585.0,119
4598,231.0,39
4599,1530.0,334
4600,609.0,115
4601,584.0,121
4602,1020.0,308
4603,602.0,111
4604,740.0,274
4605,226.0,42
4606,223.0,43
4607,600.0,115
4608,1503.0,499
4609,716.0,174
4610,231.0,39
4611,998.0,415
4612,718.0,196
4613,1280.0,321
4614,785.0,292
4615,749.0,276
4616,608.0,116
4617,611.0,108
4618,231.0,39
4619,223.0,43
4620,615.0,107
4621,621.0,230
4622,738.0,142
4623,635.0,160
4624,1282.0,355
4625,231.0,39
4626,635.0,161
4627,620.0,100
4628,231.0,39
4629,231.0,39
4630,1302.0,272
4631,1016.0,327
4632,626.0,97
4633,790.0,169
4634,611.0,163
4635,231.0,39
4636,1023.0,294
4637,981.0,485
4638,991.0,455
4639,988.0,470
4640,785.0,293
4641,609.0,105
4642,719.0,357
4643,584.0,114
4644,626.0,97
4645,1721.0,1174
4646,231.0,39
4647,797.0,233
4648,1308.0,226
4649,1291.0,318
4650,584.0,147
4651,231.0,39
4652,624.0,112
4653,231.0,39
4654,1872.0,422
4655,1020.0,260
4656,636.0,155
4657,784.0,297
4658,626.0,97
4659,996.0,430
4660,231.0,39
4661,610.0,113
4662,610.0,113
4663,1282.0,350
4664,231.0,39
4665,231.0,39
4666,788.0,279
4667,1303.0,274
4668,714.0,159
4669,745.0,145
4670,636.0,156
4671,231.0,39
4672,231.0,39
4673,223.0,43
4674,1650.0,387
4675,634.0,165
4676,1017.0,332
4677,998.0,425
4678,712.0,116
4679,223.0,43
4680,231.0,39
4681,741.0,175
4682,635.0,163
4683,916.0,832
4684,1115.0,254
4685,231.0,39
4686,223.0,43
4687,711.0,210
4688,589.0,111
4689,231.0,39
4690,1031.0,228
4691,231.0,39
4692,223.0,43
4693,620.0,100
4694,614.0,102
4695,600.0,115
4696,231.0,39
4697,1018.0,317
4698,731.0,159
4699,628.0,106
4700,587.0,112
4701,1003.0,374
4702,231.0,39
4703,231.0,39
4704,636.0,156
4705,619.0,111
4706,594.0,114
4707,231.0,39
4708,618.0,105
4709,626.0,106
4710,614.0,102
4711,610.0,796
4712,1012.0,333
4713,231.0,39
4714,231.0,39
4715,1402.0,328
4716,1303.0,251
4717,615.0,109
4718,765.0,154
4719,1022.0,304
4720,217.0,45
4721,1013.0,340
4722,627.0,102
4723,766.0,158
4724,231.0,39
4725,1022.0,299
4726,1036.0,230
4727,231.0,39
4728,1016.0,323
4729,614.0,102
4730,231.0,39
4731,717.0,134
4732,1308.0,304
4733,628.0,109
4734,634.0,165
4735,1019.0,315
4736,609.0,105
4737,727.0,144
4738,231.0,39
4739,231.0,39
4740,1283.0,341
4741,1240.0,566
4742,1306.0,751
4743,737.0,221
4744,636.0,156
4745,231.0,39
4746,580.0,115
4747,1015.0,333
4748,231.0,39
4749,598.0,113
4750,609.0,105
4751,628.0,114
4752,231.0,39
4753,231.0,39
4754,223.0,43
4755,1025.0,281
4756,1027.0,275
4757,627.0,109
4758,231.0,39
4759,226.0,42
4760,624.0,111
4761,1269.0,404
4762,628.0,105
4763,620.0,110
4764,584.0,114
4765,627.0,103
4766,606.0,152
4767,231.0,39
4768,231.0,39
4769,1281.0,325
4770,1300.0,289
4771,1306.0,246
4772,712.0,114
4773,1313.0,237
4774,627.0,103
4775,231.0,39
4776,231.0,39
4777,626.0,106
4778,1325.0,621
4779,1300.0,258
4780,629.0,103
4781,627.0,102
4782,1031.0,194
4783,231.0,39
4784,627.0,103
4785,1027.0,228
4786,722.0,168
4787,1110.0,288
4788,1041.0,207
4789,1297.0,283
4790,1031.0,252
4791,722.0,157
4792,745.0,239
4793,1043.0,196
4794,626.0,105
4795,1404.0,264
4796,993.0,408
4797,805.0,191
4798,1017.0,326
4799,231.0,39
4800,632.0,1057
4801,783.0,300
4802,735.0,189
4803,627.0,101
4804,627.0,102
4805,231.0,39
4806,620.0,100
4807,763.0,181
4808,231.0,39
4809,231.0,39
4810,1027.0,228
4811,1301.0,283
4812,973.0,539
4813,231.0,39
4814,618.0,105
4815,1297.0,309
4816,619.0,110
4817,606.0,116
4818,627.0,102
4819,1298.0,262
4820,231.0,39
4821,231.0,39
4822,759.0,155
4823,808.0,175
4824,712.0,304
4825,636.0,155
4826,1303.0,280
4827,805.0,192
4828,231.0,39
4829,778.0,179
4830,754.0,194
4831,231.0,39
4832,223.0,43
4833,1313.0,273
4834,792.0,166
4835,1301.0,309
4836,626.0,105
4837,600.0,113
4838,633.0,169
4839,718.0,144
4840,636.0,156
4841,704.0,213
4842,231.0,39
4843,605.0,165
4844,580.0,119
4845,636.0,156
4846,591.0,123
4847,223.0,43
4848,231.0,39
4849,782.0,305
4850,614.0,102
4851,1195.0,809
4852,982.0,502
4853,627.0,102
4854,231.0,39
4855,1021.0,301
4856,615.0,116
4857,1020.0,310
4858,982.0,446
4859,615.0,106
4860,1021.0,302
4861,611.0,107
4862,1171.0,914
4863,231.0,39
4864,602.0,117
4865,634.0,166
4866,753.0,169
4867,231.0,39
4868,784.0,296
4869,605.0,112
4870,231.0,39
4871,1287.0,372
4872,584.0,122
4873,1298.0,277
4874,689.0,297
4875,709.0,163
4876,635.0,162
4877,615.0,164
4878,820.0,1255
4879,231.0,39
4880,1566.0,829
4881,231.0,39
4882,635.0,160
4883,647.0,498
4884,1272.0,437
4885,808.0,178
4886,231.0,39
4887,1312.0,208
4888,1015.0,294
4889,1143.0,305
4890,1300.0,265
4891,606.0,104
4892,628.0,106
4893,691.0,368
4894,636.0,156
4895,611.0,108
4896,600.0,115
4897,223.0,43
4898,809.0,173
4899,611.0,115
4900,231.0,39
4901,231.0,39
4902,790.0,169
4903,717.0,145
4904,790.0,266
4905,231.0,39
4906,231.0,39
4907,231.0,39
4908,804.0,199
4909,596.0,109
4910,1024.0,292
4911,715.0,150
4912,635.0,160
4913,615.0,109
4914,1280.0,366
4915,231.0,39
4916,722.0,174
4917,636.0,156
4918,231.0,39
4919,614.0,102
4920,605.0,112
4921,593.0,115
4922,585.0,120
4923,620.0,666
4924,996.0,399
4925,231.0,39
4926,603.0,111
4927,222.0,43
4928,597.0,114
4929,231.0,39
4930,231.0,39
4931,226.0,42
4932,1279.0,405
4933,231.0,39
4934,1043.0,196
4935,609.0,105
4936,776.0,175
4937,1285.0,367
4938,1041.0,201
4939,715.0,143
4940,1865.0,460
4941,633.0,172
4942,1303.0,251
4943,799.0,221
4944,746.0,162
4945,580.0,132
4946,223.0,43
4947,769.0,177
4948,724.0,201
4949,602.0,112
4950,231.0,39
4951,231.0,39
4952,636.0,156
4953,807.0,183
4954,1036.0,230
4955,620.0,1999
4956,1009.0,307
4957,626.0,105
4958,736.0,385
4959,231.0,39
4960,231.0,39
4961,628.0,102
4962,1274.0,394
4963,1027.0,276
4964,1029.0,267
4965,231.0,39
4966,231.0,39
4967,775.0,192
4968,1281.0,361
4969,231.0,39
4970,762.0,176
4971,594.0,115
4972,856.0,1087
4973,802.0,207
4974,223.0,43
4975,636.0,156
4976,223.0,43
4977,609.0,105
4978,692.0,307
4979,1322.0,679
4980,590.0,115
4981,1029.0,267
4982,618.0,105
4983,810.0,167
4984,595.0,115
4985,1276.0,389
4986,231.0,39
4987,599.0,120
4988,626.0,105
4989,585.0,117
4990,231.0,39
4991,611.0,108
4992,627.0,102
4993,231.0,39
4994,626.0,97
4995,635.0,163
4996,627.0,102
4997,1294.0,295
4998,1305.0,263
4999,1035.0,202
5000,612.0,110
5001,634.0,164
5002,1302.0,298
5003,1300.0,313
5004,231.0,39
5005,634.0,166
5006,804.0,197
5007,999.0,388
5008,1307.0,260
5009,231.0,39
5010,1047.0,175
5011,636.0,156
5012,605.0,111
5013,1020.0,307
5014,793.0,174
5015,1036.0,220
5016,930.0,759
5017,231.0,39
5018,1265.0,400
5019,737.0,150
5020,231.0,39
5021,599.0,160
5022,610.0,111
5023,231.0,39
5024,636.0,156
5025,806.0,188
5026,226.0,42
5027,1302.0,329
5028,626.0,97
5029,791.0,263
5030,223.0,43
5031,760.0,189
5032,626.0,97
5033,1045.0,174
5034,231.0,39
5035,808.0,175
5036,217.0,45
5037,627.0,102
5038,809.0,170
5039,583.0,115
5040,746.0,310
5041,609.0,110
5042,749.0,182
5043,759.0,423
5044,635.0,161
5045,614.0,102
5046,636.0,156
5047,1670.0,321
5048,231.0,39
5049,634.0,169
5050,222.0,43
5051,725.0,140
5052,610.0,114
5053,806.0,188
5054,222.0,43
5055,231.0,39
5056,231.0,39
5057,733.0,148
5058,231.0,39
5059,927.0,719
5060,635.0,162
5061,634.0,165
5062,231.0,39
5063,602.0,116
5064,1530.0,387
5065,636.0,156
5066,783.0,302
5067,636.0,156
5068,588.0,113
5069,635.0,160
5070,615.0,106
5071,2970.0,758
5072,231.0,39
5073,231.0,39
5074,1025.0,284
5075,231.0,39
5076,605.0,170
5077,3003.0,593
5078,620.0,100
5079,231.0,39
5080,614.0,109
5081,594.0,121
5082,226.0,42
5083,223.0,43
5084,626.0,97
5085,986.0,418
5086,231.0,39
5087,627.0,102
5088,1020.0,247
5089,1042.0,201
5090,1024.0,291
5091,593.0,110
5092,231.0,39
5093,1216.0,688
5094,627.0,101
5095,751.0,276
5096,231.0,39
5097,592.0,876
5098,635.0,160
5099,714.0,261
5100,584.0,114
5101,595.0,110
5102,596.0,109
5103,910.0,862
5104,762.0,187
5105,231.0,39
5106,634.0,169
5107,942.0,690
5108,1005.0,387
5109,768.0,171
5110,1297.0,239
5111,1288.0,414
5112,1651.0,335
5113,1282.0,354
